Time	Node	Type	Packets	
270	Node5	CacheMisses	0
270	Node6	CacheHits	0
270	Node6	CacheMisses	0
270	Node7	CacheHits	0
270	Node7	CacheMisses	692
270	Node8	CacheHits	0
270	Node8	CacheMisses	698
271	Node0	CacheHits	0
271	Node0	CacheMisses	863
271	Node1	CacheHits	221
271	Node1	CacheMisses	730
271	Node2	CacheHits	0
271	Node2	CacheMisses	0
271	Node3	CacheHits	0
271	Node3	CacheMisses	0
271	Node4	CacheHits	4
271	Node4	CacheMisses	731
271	Node5	CacheHits	0
271	Node5	CacheMisses	0
271	Node6	CacheHits	0
271	Node6	CacheMisses	0
271	Node7	CacheHits	1
271	Node7	CacheMisses	730
271	Node8	CacheHits	0
271	Node8	CacheMisses	731
272	Node0	CacheHits	0
272	Node0	CacheMisses	817
272	Node1	CacheHits	240
272	Node1	CacheMisses	673
272	Node2	CacheHits	0
272	Node2	CacheMisses	0
272	Node3	CacheHits	0
272	Node3	CacheMisses	0
272	Node4	CacheHits	4
272	Node4	CacheMisses	667
272	Node5	CacheHits	0
272	Node5	CacheMisses	0
272	Node6	CacheHits	0
272	Node6	CacheMisses	0
272	Node7	CacheHits	0
272	Node7	CacheMisses	672
272	Node8	CacheHits	0
272	Node8	CacheMisses	680
273	Node0	CacheHits	0
273	Node0	CacheMisses	863
273	Node1	CacheHits	242
273	Node1	CacheMisses	712
273	Node2	CacheHits	0
273	Node2	CacheMisses	0
273	Node3	CacheHits	0
273	Node3	CacheMisses	0
273	Node4	CacheHits	3
273	Node4	CacheMisses	708
273	Node5	CacheHits	0
273	Node5	CacheMisses	0
273	Node6	CacheHits	0
273	Node6	CacheMisses	0
273	Node7	CacheHits	0
273	Node7	CacheMisses	702
273	Node8	CacheHits	0
273	Node8	CacheMisses	703
274	Node0	CacheHits	0
274	Node0	CacheMisses	890
274	Node1	CacheHits	246
274	Node1	CacheMisses	732
274	Node2	CacheHits	0
274	Node2	CacheMisses	0
274	Node3	CacheHits	0
274	Node3	CacheMisses	0
274	Node4	CacheHits	2
274	Node4	CacheMisses	733
274	Node5	CacheHits	0
274	Node5	CacheMisses	0
274	Node6	CacheHits	0
274	Node6	CacheMisses	0
274	Node7	CacheHits	0
274	Node7	CacheMisses	738
274	Node8	CacheHits	0
274	Node8	CacheMisses	745
275	Node0	CacheHits	0
275	Node0	CacheMisses	858
275	Node1	CacheHits	248
275	Node1	CacheMisses	724
275	Node2	CacheHits	0
275	Node2	CacheMisses	0
275	Node3	CacheHits	0
275	Node3	CacheMisses	0
275	Node4	CacheHits	2
275	Node4	CacheMisses	723
275	Node5	CacheHits	0
275	Node5	CacheMisses	0
275	Node6	CacheHits	0
275	Node6	CacheMisses	0
275	Node7	CacheHits	0
275	Node7	CacheMisses	721
275	Node8	CacheHits	0
275	Node8	CacheMisses	732
276	Node0	CacheHits	0
276	Node0	CacheMisses	804
276	Node1	CacheHits	239
276	Node1	CacheMisses	684
276	Node2	CacheHits	0
276	Node2	CacheMisses	0
276	Node3	CacheHits	0
276	Node3	CacheMisses	0
276	Node4	CacheHits	5
276	Node4	CacheMisses	680
276	Node5	CacheHits	0
276	Node5	CacheMisses	0
276	Node6	CacheHits	0
276	Node6	CacheMisses	0
276	Node7	CacheHits	0
276	Node7	CacheMisses	683
276	Node8	CacheHits	0
276	Node8	CacheMisses	689
277	Node0	CacheHits	0
277	Node0	CacheMisses	786
277	Node1	CacheHits	247
277	Node1	CacheMisses	670
277	Node2	CacheHits	0
277	Node2	CacheMisses	0
277	Node3	CacheHits	0
277	Node3	CacheMisses	0
277	Node4	CacheHits	1
277	Node4	CacheMisses	669
277	Node5	CacheHits	0
277	Node5	CacheMisses	0
277	Node6	CacheHits	0
277	Node6	CacheMisses	0
277	Node7	CacheHits	0
277	Node7	CacheMisses	667
277	Node8	CacheHits	0
277	Node8	CacheMisses	669
278	Node0	CacheHits	0
278	Node0	CacheMisses	816
278	Node1	CacheHits	217
278	Node1	CacheMisses	719
278	Node2	CacheHits	0
278	Node2	CacheMisses	0
278	Node3	CacheHits	0
278	Node3	CacheMisses	0
278	Node4	CacheHits	4
278	Node4	CacheMisses	712
278	Node5	CacheHits	0
278	Node5	CacheMisses	0
278	Node6	CacheHits	0
278	Node6	CacheMisses	0
278	Node7	CacheHits	0
278	Node7	CacheMisses	711
278	Node8	CacheHits	0
278	Node8	CacheMisses	716
279	Node0	CacheHits	0
279	Node0	CacheMisses	815
279	Node1	CacheHits	218
279	Node1	CacheMisses	707
279	Node2	CacheHits	0
279	Node2	CacheMisses	0
279	Node3	CacheHits	0
279	Node3	CacheMisses	0
279	Node4	CacheHits	4
279	Node4	CacheMisses	707
279	Node5	CacheHits	0
279	Node5	CacheMisses	0
279	Node6	CacheHits	0
279	Node6	CacheMisses	0
279	Node7	CacheHits	2
279	Node7	CacheMisses	705
279	Node8	CacheHits	0
279	Node8	CacheMisses	716
280	Node0	CacheHits	0
280	Node0	CacheMisses	792
280	Node1	CacheHits	226
280	Node1	CacheMisses	677
280	Node2	CacheHits	0
280	Node2	CacheMisses	0
280	Node3	CacheHits	0
280	Node3	CacheMisses	0
280	Node4	CacheHits	4
280	Node4	CacheMisses	671
280	Node5	CacheHits	0
280	Node5	CacheMisses	0
280	Node6	CacheHits	0
280	Node6	CacheMisses	0
280	Node7	CacheHits	0
280	Node7	CacheMisses	669
280	Node8	CacheHits	0
280	Node8	CacheMisses	671
281	Node0	CacheHits	0
281	Node0	CacheMisses	849
281	Node1	CacheHits	221
281	Node1	CacheMisses	728
281	Node2	CacheHits	0
281	Node2	CacheMisses	0
281	Node3	CacheHits	0
281	Node3	CacheMisses	0
281	Node4	CacheHits	3
281	Node4	CacheMisses	726
281	Node5	CacheHits	0
281	Node5	CacheMisses	0
281	Node6	CacheHits	0
281	Node6	CacheMisses	0
281	Node7	CacheHits	0
281	Node7	CacheMisses	730
281	Node8	CacheHits	0
281	Node8	CacheMisses	739
282	Node0	CacheHits	0
282	Node0	CacheMisses	811
282	Node1	CacheHits	243
282	Node1	CacheMisses	684
282	Node2	CacheHits	0
282	Node2	CacheMisses	0
282	Node3	CacheHits	0
282	Node3	CacheMisses	0
282	Node4	CacheHits	1
282	Node4	CacheMisses	687
282	Node5	CacheHits	0
282	Node5	CacheMisses	0
282	Node6	CacheHits	0
282	Node6	CacheMisses	0
282	Node7	CacheHits	0
282	Node7	CacheMisses	686
282	Node8	CacheHits	0
282	Node8	CacheMisses	685
283	Node0	CacheHits	0
283	Node0	CacheMisses	822
283	Node1	CacheHits	201
283	Node1	CacheMisses	719
283	Node2	CacheHits	0
283	Node2	CacheMisses	0
283	Node3	CacheHits	0
283	Node3	CacheMisses	0
283	Node4	CacheHits	4
283	Node4	CacheMisses	711
283	Node5	CacheHits	0
283	Node5	CacheMisses	0
283	Node6	CacheHits	0
283	Node6	CacheMisses	0
283	Node7	CacheHits	0
283	Node7	CacheMisses	711
283	Node8	CacheHits	0
283	Node8	CacheMisses	716
284	Node0	CacheHits	0
284	Node0	CacheMisses	836
284	Node1	CacheHits	209
284	Node1	CacheMisses	722
284	Node2	CacheHits	0
284	Node2	CacheMisses	0
284	Node3	CacheHits	0
284	Node3	CacheMisses	0
284	Node4	CacheHits	2
284	Node4	CacheMisses	721
284	Node5	CacheHits	0
284	Node5	CacheMisses	0
284	Node6	CacheHits	0
284	Node6	CacheMisses	0
284	Node7	CacheHits	0
284	Node7	CacheMisses	720
284	Node8	CacheHits	0
284	Node8	CacheMisses	735
285	Node0	CacheHits	0
285	Node0	CacheMisses	869
285	Node1	CacheHits	237
285	Node1	CacheMisses	729
285	Node2	CacheHits	0
285	Node2	CacheMisses	0
285	Node3	CacheHits	0
285	Node3	CacheMisses	0
285	Node4	CacheHits	2
285	Node4	CacheMisses	726
285	Node5	CacheHits	0
285	Node5	CacheMisses	0
285	Node6	CacheHits	0
285	Node6	CacheMisses	0
285	Node7	CacheHits	0
285	Node7	CacheMisses	725
285	Node8	CacheHits	0
285	Node8	CacheMisses	722
286	Node0	CacheHits	0
286	Node0	CacheMisses	840
286	Node1	CacheHits	258
286	Node1	CacheMisses	686
286	Node2	CacheHits	0
286	Node2	CacheMisses	0
286	Node3	CacheHits	0
286	Node3	CacheMisses	0
286	Node4	CacheHits	6
286	Node4	CacheMisses	684
286	Node5	CacheHits	0
286	Node5	CacheMisses	0
286	Node6	CacheHits	0
286	Node6	CacheMisses	0
286	Node7	CacheHits	0
286	Node7	CacheMisses	683
286	Node8	CacheHits	0
286	Node8	CacheMisses	689
287	Node0	CacheHits	0
287	Node0	CacheMisses	860
287	Node1	CacheHits	234
287	Node1	CacheMisses	711
287	Node2	CacheHits	0
287	Node2	CacheMisses	0
287	Node3	CacheHits	0
287	Node3	CacheMisses	0
287	Node4	CacheHits	3
287	Node4	CacheMisses	702
287	Node5	CacheHits	0
287	Node5	CacheMisses	0
287	Node6	CacheHits	0
287	Node6	CacheMisses	0
287	Node7	CacheHits	0
287	Node7	CacheMisses	702
287	Node8	CacheHits	0
287	Node8	CacheMisses	706
288	Node0	CacheHits	0
288	Node0	CacheMisses	872
288	Node1	CacheHits	244
288	Node1	CacheMisses	719
288	Node2	CacheHits	0
288	Node2	CacheMisses	0
288	Node3	CacheHits	0
288	Node3	CacheMisses	0
288	Node4	CacheHits	3
288	Node4	CacheMisses	712
288	Node5	CacheHits	0
288	Node5	CacheMisses	0
288	Node6	CacheHits	0
288	Node6	CacheMisses	0
288	Node7	CacheHits	0
288	Node7	CacheMisses	710
288	Node8	CacheHits	0
288	Node8	CacheMisses	714
289	Node0	CacheHits	0
289	Node0	CacheMisses	836
289	Node1	CacheHits	254
289	Node1	CacheMisses	687
289	Node2	CacheHits	0
289	Node2	CacheMisses	0
289	Node3	CacheHits	0
289	Node3	CacheMisses	0
289	Node4	CacheHits	8
289	Node4	CacheMisses	686
289	Node5	CacheHits	0
289	Node5	CacheMisses	0
289	Node6	CacheHits	0
289	Node6	CacheMisses	0
289	Node7	CacheHits	0
289	Node7	CacheMisses	693
289	Node8	CacheHits	0
289	Node8	CacheMisses	703
290	Node0	CacheHits	0
290	Node0	CacheMisses	823
290	Node1	CacheHits	217
290	Node1	CacheMisses	712
290	Node2	CacheHits	0
290	Node2	CacheMisses	0
290	Node3	CacheHits	0
290	Node3	CacheMisses	0
290	Node4	CacheHits	6
290	Node4	CacheMisses	709
290	Node5	CacheHits	0
290	Node5	CacheMisses	0
290	Node6	CacheHits	0
290	Node6	CacheMisses	0
290	Node7	CacheHits	0
290	Node7	CacheMisses	700
290	Node8	CacheHits	0
290	Node8	CacheMisses	708
291	Node0	CacheHits	0
291	Node0	CacheMisses	845
291	Node1	CacheHits	217
291	Node1	CacheMisses	719
291	Node2	CacheHits	0
291	Node2	CacheMisses	0
291	Node3	CacheHits	0
291	Node3	CacheMisses	0
291	Node4	CacheHits	2
291	Node4	CacheMisses	717
291	Node5	CacheHits	0
291	Node5	CacheMisses	0
291	Node6	CacheHits	0
291	Node6	CacheMisses	0
291	Node7	CacheHits	0
291	Node7	CacheMisses	718
291	Node8	CacheHits	0
291	Node8	CacheMisses	721
292	Node0	CacheHits	0
292	Node0	CacheMisses	822
292	Node1	CacheHits	221
292	Node1	CacheMisses	720
292	Node2	CacheHits	0
292	Node2	CacheMisses	0
292	Node3	CacheHits	0
292	Node3	CacheMisses	0
292	Node4	CacheHits	0
292	Node4	CacheMisses	718
292	Node5	CacheHits	0
292	Node5	CacheMisses	0
292	Node6	CacheHits	0
292	Node6	CacheMisses	0
292	Node7	CacheHits	0
292	Node7	CacheMisses	723
292	Node8	CacheHits	0
292	Node8	CacheMisses	723
293	Node0	CacheHits	0
293	Node0	CacheMisses	798
293	Node1	CacheHits	215
293	Node1	CacheMisses	691
293	Node2	CacheHits	0
293	Node2	CacheMisses	0
293	Node3	CacheHits	0
293	Node3	CacheMisses	0
293	Node4	CacheHits	1
293	Node4	CacheMisses	691
293	Node5	CacheHits	0
293	Node5	CacheMisses	0
293	Node6	CacheHits	0
293	Node6	CacheMisses	0
293	Node7	CacheHits	0
293	Node7	CacheMisses	687
293	Node8	CacheHits	0
293	Node8	CacheMisses	691
294	Node0	CacheHits	0
294	Node0	CacheMisses	812
294	Node1	CacheHits	207
294	Node1	CacheMisses	707
294	Node2	CacheHits	0
294	Node2	CacheMisses	0
294	Node3	CacheHits	0
294	Node3	CacheMisses	0
294	Node4	CacheHits	1
294	Node4	CacheMisses	705
294	Node5	CacheHits	0
294	Node5	CacheMisses	0
294	Node6	CacheHits	0
294	Node6	CacheMisses	0
294	Node7	CacheHits	1
294	Node7	CacheMisses	708
294	Node8	CacheHits	0
294	Node8	CacheMisses	715
295	Node0	CacheHits	0
295	Node0	CacheMisses	817
295	Node1	CacheHits	233
295	Node1	CacheMisses	693
295	Node2	CacheHits	0
295	Node2	CacheMisses	0
295	Node3	CacheHits	0
295	Node3	CacheMisses	0
295	Node4	CacheHits	2
295	Node4	CacheMisses	690
295	Node5	CacheHits	0
295	Node5	CacheMisses	0
295	Node6	CacheHits	0
295	Node6	CacheMisses	0
295	Node7	CacheHits	1
295	Node7	CacheMisses	691
295	Node8	CacheHits	0
295	Node8	CacheMisses	699
296	Node0	CacheHits	0
296	Node0	CacheMisses	822
296	Node1	CacheHits	217
296	Node1	CacheMisses	699
296	Node2	CacheHits	0
296	Node2	CacheMisses	0
296	Node3	CacheHits	0
296	Node3	CacheMisses	0
296	Node4	CacheHits	3
296	Node4	CacheMisses	696
296	Node5	CacheHits	0
296	Node5	CacheMisses	0
296	Node6	CacheHits	0
296	Node6	CacheMisses	0
296	Node7	CacheHits	1
296	Node7	CacheMisses	697
296	Node8	CacheHits	0
296	Node8	CacheMisses	701
297	Node0	CacheHits	0
297	Node0	CacheMisses	843
297	Node1	CacheHits	242
297	Node1	CacheMisses	703
297	Node2	CacheHits	0
297	Node2	CacheMisses	0
297	Node3	CacheHits	0
297	Node3	CacheMisses	0
297	Node4	CacheHits	6
297	Node4	CacheMisses	697
297	Node5	CacheHits	0
297	Node5	CacheMisses	0
297	Node6	CacheHits	0
297	Node6	CacheMisses	0
297	Node7	CacheHits	0
297	Node7	CacheMisses	694
297	Node8	CacheHits	0
297	Node8	CacheMisses	706
298	Node0	CacheHits	0
298	Node0	CacheMisses	859
298	Node1	CacheHits	221
298	Node1	CacheMisses	719
298	Node2	CacheHits	0
298	Node2	CacheMisses	0
298	Node3	CacheHits	0
298	Node3	CacheMisses	0
298	Node4	CacheHits	8
298	Node4	CacheMisses	712
298	Node5	CacheHits	0
298	Node5	CacheMisses	0
298	Node6	CacheHits	0
298	Node6	CacheMisses	0
298	Node7	CacheHits	0
298	Node7	CacheMisses	712
298	Node8	CacheHits	0
298	Node8	CacheMisses	709
299	Node0	CacheHits	0
299	Node0	CacheMisses	872
299	Node1	CacheHits	213
299	Node1	CacheMisses	736
299	Node2	CacheHits	0
299	Node2	CacheMisses	0
299	Node3	CacheHits	0
299	Node3	CacheMisses	0
299	Node4	CacheHits	3
299	Node4	CacheMisses	729
299	Node5	CacheHits	0
299	Node5	CacheMisses	0
299	Node6	CacheHits	0
299	Node6	CacheMisses	0
299	Node7	CacheHits	0
299	Node7	CacheMisses	724
299	Node8	CacheHits	0
299	Node8	CacheMisses	735
300	Node0	CacheHits	0
300	Node0	CacheMisses	853
300	Node1	CacheHits	249
300	Node1	CacheMisses	693
300	Node2	CacheHits	0
300	Node2	CacheMisses	0
300	Node3	CacheHits	0
300	Node3	CacheMisses	0
300	Node4	CacheHits	2
300	Node4	CacheMisses	695
300	Node5	CacheHits	0
300	Node5	CacheMisses	0
300	Node6	CacheHits	0
300	Node6	CacheMisses	0
300	Node7	CacheHits	0
300	Node7	CacheMisses	698
300	Node8	CacheHits	0
300	Node8	CacheMisses	702
301	Node0	CacheHits	0
301	Node0	CacheMisses	853
301	Node1	CacheHits	232
301	Node1	CacheMisses	731
301	Node2	CacheHits	1
301	Node2	CacheMisses	2
301	Node3	CacheHits	1
301	Node3	CacheMisses	2
301	Node4	CacheHits	1
301	Node4	CacheMisses	731
301	Node5	CacheHits	1
301	Node5	CacheMisses	2
301	Node6	CacheHits	1
301	Node6	CacheMisses	2
301	Node7	CacheHits	1
301	Node7	CacheMisses	736
301	Node8	CacheHits	0
301	Node8	CacheMisses	742
302	Node0	CacheHits	0
302	Node0	CacheMisses	785
302	Node1	CacheHits	228
302	Node1	CacheMisses	687
302	Node2	CacheHits	0
302	Node2	CacheMisses	0
302	Node3	CacheHits	0
302	Node3	CacheMisses	0
302	Node4	CacheHits	6
302	Node4	CacheMisses	683
302	Node5	CacheHits	0
302	Node5	CacheMisses	0
302	Node6	CacheHits	0
302	Node6	CacheMisses	0
302	Node7	CacheHits	0
302	Node7	CacheMisses	684
302	Node8	CacheHits	0
302	Node8	CacheMisses	689
303	Node0	CacheHits	0
303	Node0	CacheMisses	820
303	Node1	CacheHits	228
303	Node1	CacheMisses	707
303	Node2	CacheHits	0
303	Node2	CacheMisses	0
303	Node3	CacheHits	0
303	Node3	CacheMisses	0
303	Node4	CacheHits	4
303	Node4	CacheMisses	697
303	Node5	CacheHits	0
303	Node5	CacheMisses	0
303	Node6	CacheHits	0
303	Node6	CacheMisses	0
303	Node7	CacheHits	0
303	Node7	CacheMisses	692
303	Node8	CacheHits	0
303	Node8	CacheMisses	694
304	Node0	CacheHits	0
304	Node0	CacheMisses	842
304	Node1	CacheHits	191
304	Node1	CacheMisses	747
304	Node2	CacheHits	0
304	Node2	CacheMisses	0
304	Node3	CacheHits	0
304	Node3	CacheMisses	0
304	Node4	CacheHits	3
304	Node4	CacheMisses	747
304	Node5	CacheHits	0
304	Node5	CacheMisses	0
304	Node6	CacheHits	0
304	Node6	CacheMisses	0
304	Node7	CacheHits	0
304	Node7	CacheMisses	750
304	Node8	CacheHits	0
304	Node8	CacheMisses	760
305	Node0	CacheHits	0
305	Node0	CacheMisses	793
305	Node1	CacheHits	229
305	Node1	CacheMisses	679
305	Node2	CacheHits	0
305	Node2	CacheMisses	0
305	Node3	CacheHits	0
305	Node3	CacheMisses	0
305	Node4	CacheHits	7
305	Node4	CacheMisses	675
305	Node5	CacheHits	0
305	Node5	CacheMisses	0
305	Node6	CacheHits	0
305	Node6	CacheMisses	0
305	Node7	CacheHits	0
305	Node7	CacheMisses	675
305	Node8	CacheHits	0
305	Node8	CacheMisses	686
306	Node0	CacheHits	0
306	Node0	CacheMisses	843
306	Node1	CacheHits	246
306	Node1	CacheMisses	708
306	Node2	CacheHits	0
306	Node2	CacheMisses	0
306	Node3	CacheHits	0
306	Node3	CacheMisses	0
306	Node4	CacheHits	2
306	Node4	CacheMisses	706
306	Node5	CacheHits	0
306	Node5	CacheMisses	0
306	Node6	CacheHits	0
306	Node6	CacheMisses	0
306	Node7	CacheHits	0
306	Node7	CacheMisses	707
306	Node8	CacheHits	0
306	Node8	CacheMisses	706
307	Node0	CacheHits	0
307	Node0	CacheMisses	841
307	Node1	CacheHits	242
307	Node1	CacheMisses	712
307	Node2	CacheHits	0
307	Node2	CacheMisses	0
307	Node3	CacheHits	0
307	Node3	CacheMisses	0
307	Node4	CacheHits	2
307	Node4	CacheMisses	710
307	Node5	CacheHits	0
307	Node5	CacheMisses	0
307	Node6	CacheHits	0
307	Node6	CacheMisses	0
307	Node7	CacheHits	0
307	Node7	CacheMisses	707
307	Node8	CacheHits	0
307	Node8	CacheMisses	713
308	Node0	CacheHits	0
308	Node0	CacheMisses	794
308	Node1	CacheHits	220
308	Node1	CacheMisses	677
308	Node2	CacheHits	0
308	Node2	CacheMisses	0
308	Node3	CacheHits	0
308	Node3	CacheMisses	0
308	Node4	CacheHits	2
308	Node4	CacheMisses	671
308	Node5	CacheHits	0
308	Node5	CacheMisses	0
308	Node6	CacheHits	0
308	Node6	CacheMisses	0
308	Node7	CacheHits	0
308	Node7	CacheMisses	672
308	Node8	CacheHits	0
308	Node8	CacheMisses	677
309	Node0	CacheHits	0
309	Node0	CacheMisses	830
309	Node1	CacheHits	220
309	Node1	CacheMisses	702
309	Node2	CacheHits	0
309	Node2	CacheMisses	0
309	Node3	CacheHits	0
309	Node3	CacheMisses	0
309	Node4	CacheHits	7
309	Node4	CacheMisses	697
309	Node5	CacheHits	0
309	Node5	CacheMisses	0
309	Node6	CacheHits	0
309	Node6	CacheMisses	0
309	Node7	CacheHits	1
309	Node7	CacheMisses	696
309	Node8	CacheHits	0
309	Node8	CacheMisses	698
310	Node0	CacheHits	0
310	Node0	CacheMisses	829
310	Node1	CacheHits	228
310	Node1	CacheMisses	695
310	Node2	CacheHits	0
310	Node2	CacheMisses	0
310	Node3	CacheHits	0
310	Node3	CacheMisses	0
310	Node4	CacheHits	2
310	Node4	CacheMisses	694
310	Node5	CacheHits	0
310	Node5	CacheMisses	0
310	Node6	CacheHits	0
310	Node6	CacheMisses	0
310	Node7	CacheHits	1
310	Node7	CacheMisses	693
310	Node8	CacheHits	0
310	Node8	CacheMisses	702
311	Node0	CacheHits	0
311	Node0	CacheMisses	855
311	Node1	CacheHits	253
311	Node1	CacheMisses	695
311	Node2	CacheHits	0
311	Node2	CacheMisses	0
311	Node3	CacheHits	0
311	Node3	CacheMisses	0
311	Node4	CacheHits	5
311	Node4	CacheMisses	686
311	Node5	CacheHits	0
311	Node5	CacheMisses	0
311	Node6	CacheHits	0
311	Node6	CacheMisses	0
311	Node7	CacheHits	1
311	Node7	CacheMisses	682
311	Node8	CacheHits	0
311	Node8	CacheMisses	688
312	Node0	CacheHits	0
312	Node0	CacheMisses	829
312	Node1	CacheHits	256
312	Node1	CacheMisses	682
312	Node2	CacheHits	0
312	Node2	CacheMisses	0
312	Node3	CacheHits	0
312	Node3	CacheMisses	0
312	Node4	CacheHits	1
312	Node4	CacheMisses	684
312	Node5	CacheHits	0
312	Node5	CacheMisses	0
312	Node6	CacheHits	0
312	Node6	CacheMisses	0
312	Node7	CacheHits	0
312	Node7	CacheMisses	684
312	Node8	CacheHits	0
312	Node8	CacheMisses	685
313	Node0	CacheHits	0
313	Node0	CacheMisses	854
313	Node1	CacheHits	218
313	Node1	CacheMisses	704
313	Node2	CacheHits	0
313	Node2	CacheMisses	0
313	Node3	CacheHits	0
313	Node3	CacheMisses	0
313	Node4	CacheHits	3
313	Node4	CacheMisses	702
313	Node5	CacheHits	0
313	Node5	CacheMisses	0
313	Node6	CacheHits	0
313	Node6	CacheMisses	0
313	Node7	CacheHits	0
313	Node7	CacheMisses	702
313	Node8	CacheHits	0
313	Node8	CacheMisses	704
314	Node0	CacheHits	0
314	Node0	CacheMisses	808
314	Node1	CacheHits	232
314	Node1	CacheMisses	685
314	Node2	CacheHits	0
314	Node2	CacheMisses	0
314	Node3	CacheHits	0
314	Node3	CacheMisses	0
314	Node4	CacheHits	1
314	Node4	CacheMisses	682
314	Node5	CacheHits	0
314	Node5	CacheMisses	0
314	Node6	CacheHits	0
314	Node6	CacheMisses	0
314	Node7	CacheHits	0
314	Node7	CacheMisses	683
314	Node8	CacheHits	0
314	Node8	CacheMisses	693
315	Node0	CacheHits	0
315	Node0	CacheMisses	823
315	Node1	CacheHits	236
315	Node1	CacheMisses	710
315	Node2	CacheHits	0
315	Node2	CacheMisses	0
315	Node3	CacheHits	0
315	Node3	CacheMisses	0
315	Node4	CacheHits	3
315	Node4	CacheMisses	707
315	Node5	CacheHits	0
315	Node5	CacheMisses	0
315	Node6	CacheHits	0
315	Node6	CacheMisses	0
315	Node7	CacheHits	0
315	Node7	CacheMisses	708
315	Node8	CacheHits	0
315	Node8	CacheMisses	714
316	Node0	CacheHits	0
316	Node0	CacheMisses	773
316	Node1	CacheHits	219
316	Node1	CacheMisses	668
316	Node2	CacheHits	0
316	Node2	CacheMisses	0
316	Node3	CacheHits	0
316	Node3	CacheMisses	0
316	Node4	CacheHits	3
316	Node4	CacheMisses	667
316	Node5	CacheHits	0
316	Node5	CacheMisses	0
316	Node6	CacheHits	0
316	Node6	CacheMisses	0
316	Node7	CacheHits	0
316	Node7	CacheMisses	664
316	Node8	CacheHits	0
316	Node8	CacheMisses	671
317	Node0	CacheHits	0
317	Node0	CacheMisses	821
317	Node1	CacheHits	194
317	Node1	CacheMisses	720
317	Node2	CacheHits	0
317	Node2	CacheMisses	0
317	Node3	CacheHits	0
317	Node3	CacheMisses	0
317	Node4	CacheHits	1
317	Node4	CacheMisses	722
317	Node5	CacheHits	0
317	Node5	CacheMisses	0
317	Node6	CacheHits	0
317	Node6	CacheMisses	0
317	Node7	CacheHits	1
317	Node7	CacheMisses	724
317	Node8	CacheHits	0
317	Node8	CacheMisses	725
318	Node0	CacheHits	0
318	Node0	CacheMisses	813
318	Node1	CacheHits	229
318	Node1	CacheMisses	695
318	Node2	CacheHits	0
318	Node2	CacheMisses	0
318	Node3	CacheHits	0
318	Node3	CacheMisses	0
318	Node4	CacheHits	2
318	Node4	CacheMisses	690
318	Node5	CacheHits	0
318	Node5	CacheMisses	0
318	Node6	CacheHits	0
318	Node6	CacheMisses	0
318	Node7	CacheHits	0
318	Node7	CacheMisses	693
318	Node8	CacheHits	0
318	Node8	CacheMisses	691
319	Node0	CacheHits	0
319	Node0	CacheMisses	817
319	Node1	CacheHits	215
319	Node1	CacheMisses	693
319	Node2	CacheHits	0
319	Node2	CacheMisses	0
319	Node3	CacheHits	0
319	Node3	CacheMisses	0
319	Node4	CacheHits	0
319	Node4	CacheMisses	689
319	Node5	CacheHits	0
319	Node5	CacheMisses	0
319	Node6	CacheHits	0
319	Node6	CacheMisses	0
319	Node7	CacheHits	0
319	Node7	CacheMisses	686
319	Node8	CacheHits	0
319	Node8	CacheMisses	687
320	Node0	CacheHits	0
320	Node0	CacheMisses	848
320	Node1	CacheHits	228
320	Node1	CacheMisses	733
320	Node2	CacheHits	0
320	Node2	CacheMisses	0
320	Node3	CacheHits	0
320	Node3	CacheMisses	0
320	Node4	CacheHits	2
320	Node4	CacheMisses	734
320	Node5	CacheHits	0
320	Node5	CacheMisses	0
320	Node6	CacheHits	0
320	Node6	CacheMisses	0
320	Node7	CacheHits	0
320	Node7	CacheMisses	735
320	Node8	CacheHits	0
320	Node8	CacheMisses	745
321	Node0	CacheHits	0
321	Node0	CacheMisses	856
321	Node1	CacheHits	208
321	Node1	CacheMisses	736
321	Node2	CacheHits	0
321	Node2	CacheMisses	0
321	Node3	CacheHits	0
321	Node3	CacheMisses	0
321	Node4	CacheHits	5
321	Node4	CacheMisses	732
321	Node5	CacheHits	0
321	Node5	CacheMisses	0
321	Node6	CacheHits	0
321	Node6	CacheMisses	0
321	Node7	CacheHits	1
321	Node7	CacheMisses	728
321	Node8	CacheHits	0
321	Node8	CacheMisses	728
322	Node0	CacheHits	0
322	Node0	CacheMisses	810
322	Node1	CacheHits	232
322	Node1	CacheMisses	682
322	Node2	CacheHits	0
322	Node2	CacheMisses	0
322	Node3	CacheHits	0
322	Node3	CacheMisses	0
322	Node4	CacheHits	1
322	Node4	CacheMisses	679
322	Node5	CacheHits	0
322	Node5	CacheMisses	0
322	Node6	CacheHits	0
322	Node6	CacheMisses	0
322	Node7	CacheHits	1
322	Node7	CacheMisses	682
322	Node8	CacheHits	0
322	Node8	CacheMisses	686
323	Node0	CacheHits	0
323	Node0	CacheMisses	825
323	Node1	CacheHits	230
323	Node1	CacheMisses	691
323	Node2	CacheHits	0
323	Node2	CacheMisses	0
323	Node3	CacheHits	0
323	Node3	CacheMisses	0
323	Node4	CacheHits	4
323	Node4	CacheMisses	691
323	Node5	CacheHits	0
323	Node5	CacheMisses	0
323	Node6	CacheHits	0
323	Node6	CacheMisses	0
323	Node7	CacheHits	0
323	Node7	CacheMisses	688
323	Node8	CacheHits	0
323	Node8	CacheMisses	697
324	Node0	CacheHits	0
324	Node0	CacheMisses	839
324	Node1	CacheHits	266
